data,crc
"{'event_time': '2023-10-17T10:06:22.957Z', 'weight': 0.0}",281738884
"{'event_time': '2023-10-17T10:06:23.964Z', 'weight': 0.0}",2269568819
"{'event_time': '2023-10-17T10:06:24.945Z', 'weight': 0.0}",3973296457
"{'event_time': '2023-10-17T10:06:25.952Z', 'weight': 0.0}",1492773776
"{'event_time': '2023-10-17T10:06:26.960Z', 'weight': 0.0}",4110522774
"{'event_time': '2023-10-17T10:06:27.967Z', 'weight': 0.0}",609024009
"{'event_time': '2023-10-17T10:06:28.946Z', 'weight': 0.0}",1331746133
"{'event_time': '2023-10-17T10:06:29.953Z', 'weight': 0.0}",2415823229
"{'event_time': '2023-10-17T10:06:30.960Z', 'weight': 0.0}",2582548171
"{'event_time': '2023-10-17T10:06:31.942Z', 'weight': 0.0}",3169260642
"{'event_time': '2023-10-17T10:06:32.950Z', 'weight': 0.0}",3687911656
"{'event_time': '2023-10-17T10:06:33.957Z', 'weight': 0.0}",178024823
"{'event_time': '2023-10-17T10:06:34.964Z', 'weight': 0.0}",1893343930
"{'event_time': '2023-10-17T10:06:35.946Z', 'weight': 0.0}",1439938579
"{'event_time': '2023-10-17T10:06:36.953Z', 'weight': 0.0}",2027632594
"{'event_time': '2023-10-17T10:06:37.961Z', 'weight': 0.0}",951424573
"{'event_time': '2023-10-17T10:06:38.968Z', 'weight': 0.0}",2432094312
"{'event_time': '2023-10-17T10:06:39.953Z', 'weight': 0.0}",249293914
"{'event_time': '2023-10-17T10:06:40.961Z', 'weight': 0.0}",2132031972
"{'event_time': '2023-10-17T10:06:41.968Z', 'weight': 0.0}",975458029
"{'event_time': '2023-10-17T10:06:42.946Z', 'weight': 0.0}",309467082
"{'event_time': '2023-10-17T10:06:43.953Z', 'weight': 0.0}",3538701282
"{'event_time': '2023-10-17T10:06:44.961Z', 'weight': 0.0}",2135464055
"{'event_time': '2023-10-17T10:06:45.968Z', 'weight': 0.0}",981004158
"{'event_time': '2023-10-17T10:06:46.948Z', 'weight': 0.0}",2253627599
"{'event_time': '2023-10-17T10:06:47.956Z', 'weight': 0.0}",3963250635
"{'event_time': '2023-10-17T10:06:48.964Z', 'weight': 0.0}",1093138296
"{'event_time': '2023-10-17T10:06:49.972Z', 'weight': 0.0}",586100217
"{'event_time': '2023-10-17T10:06:50.956Z', 'weight': 0.0}",463903298
"{'event_time': '2023-10-17T10:06:51.963Z', 'weight': 0.0}",301379814
"{'event_time': '2023-10-17T10:06:52.972Z', 'weight': 0.0}",3583390405
"{'event_time': '2023-10-17T10:06:53.979Z', 'weight': 0.0}",3826402109
"{'event_time': '2023-10-17T10:06:54.959Z', 'weight': 0.0}",1483058463
"{'event_time': '2023-10-17T10:06:55.967Z', 'weight': 0.0}",4173470871
"{'event_time': '2023-10-17T10:06:56.974Z', 'weight': 0.0}",1209440325
"{'event_time': '2023-10-17T10:06:57.958Z', 'weight': 0.0}",4183954554
"{'event_time': '2023-10-17T10:06:58.966Z', 'weight': 0.0}",3031864494
"{'event_time': '2023-10-17T10:06:59.975Z', 'weight': 0.0}",3925132181
"{'event_time': '2023-10-17T10:07:00.950Z', 'weight': 0.0}",2302987454
"{'event_time': '2023-10-17T10:07:01.958Z', 'weight': 0.0}",462830575
"{'event_time': '2023-10-17T10:07:02.966Z', 'weight': 0.0}",1453808014
"{'event_time': '2023-10-17T10:07:03.974Z', 'weight': 0.0}",3691482861
"{'event_time': '2023-10-17T10:07:04.955Z', 'weight': 0.0}",3079856279
"{'event_time': '2023-10-17T10:07:05.963Z', 'weight': 0.0}",513035418
"{'event_time': '2023-10-17T10:07:06.971Z', 'weight': 0.0}",2040678416
"{'event_time': '2023-10-17T10:07:07.960Z', 'weight': 0.0}",1347688922
"{'event_time': '2023-10-17T10:07:08.968Z', 'weight': 0.0}",804642775
"{'event_time': '2023-10-17T10:07:09.976Z', 'weight': 0.0}",1167857875
"{'event_time': '2023-10-17T10:07:10.952Z', 'weight': 0.0}",2094378856
"{'event_time': '2023-10-17T10:07:11.959Z', 'weight': 0.0}",1297211024
"{'event_time': '2023-10-17T10:07:12.967Z', 'weight': 0.0}",6339825
"{'event_time': '2023-10-17T10:07:13.975Z', 'weight': 0.0}",2327866258
"{'event_time': '2023-10-17T10:07:14.954Z', 'weight': 0.0}",3780445672
"{'event_time': '2023-10-17T10:07:15.962Z', 'weight': 0.0}",1213442533
"{'event_time': '2023-10-17T10:07:16.972Z', 'weight': 0.0}",1540467614
"{'event_time': '2023-10-17T10:07:17.952Z', 'weight': 0.0}",174864326
"{'event_time': '2023-10-17T10:07:18.962Z', 'weight': 0.0}",3552944516
"{'event_time': '2023-10-17T10:07:19.972Z', 'weight': 0.0}",768700438
"{'event_time': '2023-10-17T10:07:20.983Z', 'weight': 0.0}",1165525173
"{'event_time': '2023-10-17T10:07:21.994Z', 'weight': 0.0}",4048738924
"{'event_time': '2023-10-17T10:07:22.954Z', 'weight': 0.0}",1417797306
"{'event_time': '2023-10-17T10:07:23.965Z', 'weight': 0.0}",3082418684
"{'event_time': '2023-10-17T10:07:24.975Z', 'weight': 0.0}",2758236692
"{'event_time': '2023-10-17T10:07:25.958Z', 'weight': 0.0}",3270596211
"{'event_time': '2023-10-17T10:07:26.968Z', 'weight': 0.0}",465379972
"{'event_time': '2023-10-17T10:07:27.959Z', 'weight': 0.0}",4169467330
"{'event_time': '2023-10-17T10:07:28.970Z', 'weight': 0.0}",2584229147
"{'event_time': '2023-10-17T10:07:29.965Z', 'weight': 0.0}",1519806771
"{'event_time': '2023-10-17T10:07:30.956Z', 'weight': 0.0}",1283878533
"{'event_time': '2023-10-17T10:07:31.967Z', 'weight': 0.0}",2948483523
"{'event_time': '2023-10-17T10:07:32.959Z', 'weight': 0.0}",3801033634
"{'event_time': '2023-10-17T10:07:33.969Z', 'weight': 0.0}",3595930812
"{'event_time': '2023-10-17T10:07:34.960Z', 'weight': 0.0}",2125433295
"{'event_time': '2023-10-17T10:07:35.970Z', 'weight': 0.0}",2159761501
"{'event_time': '2023-10-17T10:07:36.960Z', 'weight': 0.0}",2470009382
"{'event_time': '2023-10-17T10:07:37.970Z', 'weight': 0.0}",1831701428
"{'event_time': '2023-10-17T10:07:38.959Z', 'weight': 0.0}",262191981
"{'event_time': '2023-10-17T10:07:39.969Z', 'weight': 0.0}",997858419
"{'event_time': '2023-10-17T10:07:40.959Z', 'weight': 0.0}",1040305980
"{'event_time': '2023-10-17T10:07:41.967Z', 'weight': 0.0}",2661711540
"{'event_time': '2023-10-17T10:07:42.960Z', 'weight': 0.0}",2726153410
"{'event_time': '2023-10-17T10:07:43.969Z', 'weight': 0.0}",3880631243
"{'event_time': '2023-10-17T10:07:44.959Z', 'weight': 0.0}",1046310575
"{'event_time': '2023-10-17T10:07:45.967Z', 'weight': 0.0}",2667241255
"{'event_time': '2023-10-17T10:07:46.976Z', 'weight': 0.0}",1520065796
"{'event_time': '2023-10-17T10:07:47.960Z', 'weight': 0.0}",961709957
"{'event_time': '2023-10-17T10:07:48.972Z', 'weight': 0.0}",1585537466
"{'event_time': '2023-10-17T10:07:49.963Z', 'weight': 0.0}",2004299888
"{'event_time': '2023-10-17T10:07:50.975Z', 'weight': 0.0}",2502151408
"{'event_time': '2023-10-17T10:07:51.962Z', 'weight': 0.0}",554276393
"{'event_time': '2023-10-17T10:07:52.972Z', 'weight': 0.0}",848008274
"{'event_time': '2023-10-17T10:07:53.963Z', 'weight': 0.0}",461227416
"{'event_time': '2023-10-17T10:07:54.971Z', 'weight': 0.0}",2081906817
"{'event_time': '2023-10-17T10:07:55.980Z', 'weight': 0.0}",1276738092
"{'event_time': '2023-10-17T10:07:56.989Z', 'weight': 0.0}",3837779660
"{'event_time': '2023-10-17T10:07:57.968Z', 'weight': 0.0}",2983657255
"{'event_time': '2023-10-17T10:07:58.978Z', 'weight': 0.0}",2729517033
"{'event_time': '2023-10-17T10:07:59.986Z', 'weight': 0.0}",3508573066
"{'event_time': '2023-10-17T10:08:00.961Z', 'weight': 0.0}",2095404982
"{'event_time': '2023-10-17T10:08:01.968Z', 'weight': 0.0}",970268863
"{'event_time': '2023-10-17T10:08:02.976Z', 'weight': 0.0}",3190436946
"{'event_time': '2023-10-17T10:08:03.984Z', 'weight': 0.0}",762488918
"{'event_time': '2023-10-17T10:08:04.962Z', 'weight': 0.0}",3757011084
"{'event_time': '2023-10-17T10:08:05.970Z', 'weight': 0.0}",1431283695
"{'event_time': '2023-10-17T10:08:06.978Z', 'weight': 0.0}",705397591
"{'event_time': '2023-10-17T10:08:07.961Z', 'weight': 0.0}",173854488
"{'event_time': '2023-10-17T10:08:08.968Z', 'weight': 0.0}",2719975757
"{'event_time': '2023-10-17T10:08:09.976Z', 'weight': 0.0}",3363196489
"{'event_time': '2023-10-17T10:08:10.983Z', 'weight': 0.0}",2425126663
"{'event_time': '2023-10-17T10:08:11.965Z', 'weight': 0.0}",2413548967
"{'event_time': '2023-10-17T10:08:12.972Z', 'weight': 0.0}",3597098135
"{'event_time': '2023-10-17T10:08:13.980Z', 'weight': 0.0}",1161805971
"{'event_time': '2023-10-17T10:08:14.963Z', 'weight': 0.0}",2301138419
"{'event_time': '2023-10-17T10:08:15.971Z', 'weight': 0.0}",59261584
"{'event_time': '2023-10-17T10:08:16.978Z', 'weight': 0.0}",2871977584
"{'event_time': '2023-10-17T10:08:17.986Z', 'weight': 0.0}",3636423187
"{'event_time': '2023-10-17T10:08:18.966Z', 'weight': 0.0}",3074947836
"{'event_time': '2023-10-17T10:08:19.973Z', 'weight': 0.0}",2010752724
"{'event_time': '2023-10-17T10:08:20.981Z', 'weight': 0.0}",3156660446
"{'event_time': '2023-10-17T10:08:21.963Z', 'weight': 0.0}",1243183004
"{'event_time': '2023-10-17T10:08:22.971Z', 'weight': 0.0}",758084374
"{'event_time': '2023-10-17T10:08:23.980Z', 'weight': 0.0}",488729019
"{'event_time': '2023-10-17T10:08:24.988Z', 'weight': 0.0}",1647963280
"{'event_time': '2023-10-17T10:08:25.966Z', 'weight': 0.0}",1959746485
"{'event_time': '2023-10-17T10:08:26.975Z', 'weight': 0.0}",3290160999
"{'event_time': '2023-10-17T10:08:27.983Z', 'weight': 0.0}",3190509185
"{'event_time': '2023-10-17T10:08:28.991Z', 'weight': 0.0}",3656951998
"{'event_time': '2023-10-17T10:08:29.976Z', 'weight': 0.0}",290292294
"{'event_time': '2023-10-17T10:08:30.986Z', 'weight': 0.0}",2000502450
"{'event_time': '2023-10-17T10:08:31.994Z', 'weight': 0.0}",4254984657
"{'event_time': '2023-10-17T10:08:32.969Z', 'weight': 0.0}",3234607346
"{'event_time': '2023-10-17T10:08:33.977Z', 'weight': 0.0}",2863003638
"{'event_time': '2023-10-17T10:08:34.985Z', 'weight': 0.0}",3560380808
"{'event_time': '2023-10-17T10:08:35.966Z', 'weight': 0.0}",4125769362
"{'event_time': '2023-10-17T10:08:36.974Z', 'weight': 0.0}",2463906328
"{'event_time': '2023-10-17T10:08:37.983Z', 'weight': 0.0}",1057893286
"{'event_time': '2023-10-17T10:08:38.990Z', 'weight': 0.0}",2403290561
"{'event_time': '2023-10-17T10:08:39.976Z', 'weight': 0.0}",2422794081
"{'event_time': '2023-10-17T10:08:40.984Z', 'weight': 0.0}",848367412
"{'event_time': '2023-10-17T10:08:41.991Z', 'weight': 0.0}",4061090588
"{'event_time': '2023-10-17T10:08:42.968Z', 'weight': 0.0}",641107933
"{'event_time': '2023-10-17T10:08:43.976Z', 'weight': 0.0}",1281310937
"{'event_time': '2023-10-17T10:08:44.984Z', 'weight': 0.0}",852340391
"{'event_time': '2023-10-17T10:08:45.968Z', 'weight': 0.0}",1351556979
"{'event_time': '2023-10-17T10:08:46.976Z', 'weight': 0.0}",3614444446
"{'event_time': '2023-10-17T10:08:47.983Z', 'weight': 0.0}",236330193
"{'event_time': '2023-10-17T10:08:48.991Z', 'weight': 0.0}",1774582510
"{'event_time': '2023-10-17T10:08:49.971Z', 'weight': 0.0}",3947780957
"{'event_time': '2023-10-17T10:08:50.979Z', 'weight': 0.0}",4160784909
"{'event_time': '2023-10-17T10:08:51.989Z', 'weight': 0.0}",535564536
"{'event_time': '2023-10-17T10:08:52.997Z', 'weight': 0.0}",2551383061
"{'event_time': '2023-10-17T10:08:53.972Z', 'weight': 0.0}",605169692
"{'event_time': '2023-10-17T10:08:54.980Z', 'weight': 0.0}",1518388834
"{'event_time': '2023-10-17T10:08:55.988Z', 'weight': 0.0}",3360829747
"{'event_time': '2023-10-17T10:08:56.996Z', 'weight': 0.0}",1336747486
"{'event_time': '2023-10-17T10:08:57.973Z', 'weight': 0.0}",4088138199
"{'event_time': '2023-10-17T10:08:58.981Z', 'weight': 0.0}",2374476943
"{'event_time': '2023-10-17T10:08:59.989Z', 'weight': 0.0}",525685726
"{'event_time': '2023-10-17T10:09:00.972Z', 'weight': 0.0}",1573473486
"{'event_time': '2023-10-17T10:09:01.979Z', 'weight': 0.0}",1817001270
"{'event_time': '2023-10-17T10:09:02.987Z', 'weight': 0.0}",4064961212
"{'event_time': '2023-10-17T10:09:03.995Z', 'weight': 0.0}",2028647903
"{'event_time': '2023-10-17T10:09:04.974Z', 'weight': 0.0}",3226068558
"{'event_time': '2023-10-17T10:09:05.982Z', 'weight': 0.0}",3128522664
"{'event_time': '2023-10-17T10:09:06.990Z', 'weight': 0.0}",3712971554
"{'event_time': '2023-10-17T10:09:07.980Z', 'weight': 0.0}",593207984
"{'event_time': '2023-10-17T10:09:08.987Z', 'weight': 0.0}",526774899
"{'event_time': '2023-10-17T10:09:09.995Z', 'weight': 0.0}",2512725264
"{'event_time': '2023-10-17T10:09:10.972Z', 'weight': 0.0}",3706464745
"{'event_time': '2023-10-17T10:09:11.979Z', 'weight': 0.0}",3983038481
"{'event_time': '2023-10-17T10:09:12.987Z', 'weight': 0.0}",1936656283
"{'event_time': '2023-10-17T10:09:13.995Z', 'weight': 0.0}",4191146232
"{'event_time': '2023-10-17T10:09:14.982Z', 'weight': 0.0}",2687498331
"{'event_time': '2023-10-17T10:09:15.990Z', 'weight': 0.0}",714026808
"{'event_time': '2023-10-17T10:09:16.997Z', 'weight': 0.0}",374644046
"{'event_time': '2023-10-17T10:09:18.006Z', 'weight': 0.0}",1850821462
"{'event_time': '2023-10-17T10:09:18.974Z', 'weight': 0.0}",1099522524
"{'event_time': '2023-10-17T10:09:19.982Z', 'weight': 0.0}",1002041402
"{'event_time': '2023-10-17T10:09:20.990Z', 'weight': 0.0}",3921595735
"{'event_time': '2023-10-17T10:09:21.998Z', 'weight': 0.0}",2070690310
"{'event_time': '2023-10-17T10:09:22.978Z', 'weight': 0.0}",342968412
"{'event_time': '2023-10-17T10:09:23.985Z', 'weight': 0.0}",3300278934
"{'event_time': '2023-10-17T10:09:24.994Z', 'weight': 0.0}",9068838
"{'event_time': '2023-10-17T10:09:25.976Z', 'weight': 0.0}",4139107940
"{'event_time': '2023-10-17T10:09:26.983Z', 'weight': 0.0}",3259302594
"{'event_time': '2023-10-17T10:09:27.990Z', 'weight': 0.0}",2668058105
"{'event_time': '2023-10-17T10:09:28.998Z', 'weight': 0.0}",3769013236
"{'event_time': '2023-10-17T10:09:29.980Z', 'weight': 0.0}",387145699
"{'event_time': '2023-10-17T10:09:30.991Z', 'weight': 0.0}",3212388392
"{'event_time': '2023-10-17T10:09:31.982Z', 'weight': 0.0}",3795549971
"{'event_time': '2023-10-17T10:09:32.990Z', 'weight': 0.0}",2232253337
"{'event_time': '2023-10-17T10:09:33.979Z', 'weight': 0.0}",3653584887
"{'event_time': '2023-10-17T10:09:34.988Z', 'weight': 0.0}",67186464
"{'event_time': '2023-10-17T10:09:35.997Z', 'weight': 0.0}",3112855676
"{'event_time': '2023-10-17T10:09:37.005Z', 'weight': 0.0}",1648155256
"{'event_time': '2023-10-17T10:09:37.965Z', 'weight': 0.0}",1547160901
"{'event_time': '2023-10-17T10:09:38.981Z', 'weight': 0.0}",3668398152
"{'event_time': '2023-10-17T10:09:39.988Z', 'weight': 0.0}",2677483329
"{'event_time': '2023-10-17T10:09:40.996Z', 'weight': 0.0}",3294598164
"{'event_time': '2023-10-17T10:09:42.004Z', 'weight': 0.0}",535373328
"{'event_time': '2023-10-17T10:09:42.988Z', 'weight': 0.0}",3637733933
"{'event_time': '2023-10-17T10:09:43.996Z', 'weight': 0.0}",2998578473
"{'event_time': '2023-10-17T10:09:45.004Z', 'weight': 0.0}",1766899390
"{'event_time': '2023-10-17T10:09:45.980Z', 'weight': 0.0}",2815160070
"{'event_time': '2023-10-17T10:09:46.989Z', 'weight': 0.0}",258821094
"{'event_time': '2023-10-17T10:09:47.998Z', 'weight': 0.0}",647698988
"{'event_time': '2023-10-17T10:09:49.006Z', 'weight': 0.0}",486628090
"{'event_time': '2023-10-17T10:09:49.983Z', 'weight': 0.0}",75008794
"{'event_time': '2023-10-17T10:09:50.991Z', 'weight': 0.0}",256146040
"{'event_time': '2023-10-17T10:09:51.999Z', 'weight': 0.0}",2643889449
"{'event_time': '2023-10-17T10:09:52.980Z', 'weight': 0.0}",1347883663
"{'event_time': '2023-10-17T10:09:53.988Z', 'weight': 0.0}",3263555038
"{'event_time': '2023-10-17T10:09:54.997Z', 'weight': 0.0}",2462372088
"{'event_time': '2023-10-17T10:09:56.005Z', 'weight': 0.0}",1232233212
"{'event_time': '2023-10-17T10:09:56.983Z', 'weight': 0.0}",4082972085
"{'event_time': '2023-10-17T10:09:57.992Z', 'weight': 0.0}",3668665471
"{'event_time': '2023-10-17T10:09:59.000Z', 'weight': 0.0}",33043662
"{'event_time': '2023-10-17T10:10:00.008Z', 'weight': 0.0}",2802379691
"{'event_time': '2023-10-17T10:10:00.990Z', 'weight': 0.0}",3963457842
"{'event_time': '2023-10-17T10:10:01.999Z', 'weight': 0.0}",2836260411
"{'event_time': '2023-10-17T10:10:03.008Z', 'weight': 0.0}",3522024086
"{'event_time': '2023-10-17T10:10:03.982Z', 'weight': 0.0}",2332792248
"{'event_time': '2023-10-17T10:10:04.991Z', 'weight': 0.0}",998486265
"{'event_time': '2023-10-17T10:10:06.001Z', 'weight': 0.0}",2491483148
"{'event_time': '2023-10-17T10:10:07.009Z', 'weight': 0.0}",106165085
"{'event_time': '2023-10-17T10:10:08.017Z', 'weight': 0.0}",2169046277
"{'event_time': '2023-10-17T10:10:08.986Z', 'weight': 0.0}",339731009
"{'event_time': '2023-10-17T10:10:09.994Z', 'weight': 0.0}",2661233954
"{'event_time': '2023-10-17T10:10:11.002Z', 'weight': 0.0}",3226173228
"{'event_time': '2023-10-17T10:10:11.987Z', 'weight': 0.0}",3643977420
"{'event_time': '2023-10-17T10:10:12.994Z', 'weight': 0.0}",1776691742
"{'event_time': '2023-10-17T10:10:14.002Z', 'weight': 0.0}",1533293675
"{'event_time': '2023-10-17T10:10:15.010Z', 'weight': 0.0}",3519341320
"{'event_time': '2023-10-17T10:10:15.988Z', 'weight': 0.0}",2599524753
"{'event_time': '2023-10-17T10:10:16.996Z', 'weight': 0.0}",487492988
"{'event_time': '2023-10-17T10:10:18.004Z', 'weight': 0.0}",3328040397
"{'event_time': '2023-10-17T10:10:18.986Z', 'weight': 0.0}",2501543782
"{'event_time': '2023-10-17T10:10:19.994Z', 'weight': 0.0}",532303877
"{'event_time': '2023-10-17T10:10:21.002Z', 'weight': 0.0}",2555762180
"{'event_time': '2023-10-17T10:10:22.010Z', 'weight': 0.0}",4284732046
"{'event_time': '2023-10-17T10:10:22.989Z', 'weight': 0.0}",1672751183
"{'event_time': '2023-10-17T10:10:23.997Z', 'weight': 0.0}",165539659
"{'event_time': '2023-10-17T10:10:25.004Z', 'weight': 0.0}",97877124
"{'event_time': '2023-10-17T10:10:26.012Z', 'weight': 0.0}",2341172716
"{'event_time': '2023-10-17T10:10:26.997Z', 'weight': 0.0}",2465375244
"{'event_time': '2023-10-17T10:10:28.004Z', 'weight': 0.0}",2655220965
"{'event_time': '2023-10-17T10:10:29.012Z', 'weight': 0.0}",4253789796
"{'event_time': '2023-10-17T10:10:30.020Z', 'weight': 0.0}",1014573450
"{'event_time': '2023-10-17T10:10:30.999Z', 'weight': 0.0}",1784718791
"{'event_time': '2023-10-17T10:10:32.007Z', 'weight': 0.0}",1360988068
"{'event_time': '2023-10-17T10:10:33.014Z', 'weight': 0.0}",207442079
"{'event_time': '2023-10-17T10:10:33.991Z', 'weight': 0.0}",354713983
"{'event_time': '2023-10-17T10:10:34.999Z', 'weight': 0.0}",1782318164
"{'event_time': '2023-10-17T10:10:36.007Z', 'weight': 0.0}",1363387959
"{'event_time': '2023-10-17T10:10:36.989Z', 'weight': 0.0}",3805146363
"{'event_time': '2023-10-17T10:10:37.997Z', 'weight': 0.0}",2292460543
"{'event_time': '2023-10-17T10:10:39.005Z', 'weight': 0.0}",1408727886
"{'event_time': '2023-10-17T10:10:40.012Z', 'weight': 0.0}",3598472646
"{'event_time': '2023-10-17T10:10:41.020Z', 'weight': 0.0}",2517824553
"{'event_time': '2023-10-17T10:10:42.001Z', 'weight': 0.0}",4259003328
"{'event_time': '2023-10-17T10:10:43.009Z', 'weight': 0.0}",1862913169
"{'event_time': '2023-10-17T10:10:44.017Z', 'weight': 0.0}",3903486447
"{'event_time': '2023-10-17T10:10:44.999Z', 'weight': 0.0}",1529099043
"{'event_time': '2023-10-17T10:10:46.007Z', 'weight': 0.0}",1616613696
"{'event_time': '2023-10-17T10:10:47.015Z', 'weight': 0.0}",3942336035
"{'event_time': '2023-10-17T10:10:47.991Z', 'weight': 0.0}",610277275
"{'event_time': '2023-10-17T10:10:48.999Z', 'weight': 0.0}",1539428758
"{'event_time': '2023-10-17T10:10:50.006Z', 'weight': 0.0}",3679848005
"{'event_time': '2023-10-17T10:10:51.013Z', 'weight': 0.0}",466115181
"{'event_time': '2023-10-17T10:10:51.994Z', 'weight': 0.0}",1980075388
"{'event_time': '2023-10-17T10:10:53.001Z', 'weight': 0.0}",3884823603
"{'event_time': '2023-10-17T10:10:54.009Z', 'weight': 0.0}",2559914264
"{'event_time': '2023-10-17T10:10:55.016Z', 'weight': 0.0}",622753348
"{'event_time': '2023-10-17T10:10:56.024Z', 'weight': 0.0}",2296775746
"{'event_time': '2023-10-17T10:10:56.981Z', 'weight': 0.0}",1532076846
"{'event_time': '2023-10-17T10:10:58.003Z', 'weight': 0.0}",3848653017
"{'event_time': '2023-10-17T10:10:59.010Z', 'weight': 0.0}",3089604578
"{'event_time': '2023-10-17T10:11:00.018Z', 'weight': 0.0}",628258426
"{'event_time': '2023-10-17T10:11:00.995Z', 'weight': 0.0}",900381215
"{'event_time': '2023-10-17T10:11:02.003Z', 'weight': 0.0}",125044217
"{'event_time': '2023-10-17T10:11:03.010Z', 'weight': 0.0}",1513509570
"{'event_time': '2023-10-17T10:11:04.021Z', 'weight': 0.0}",1422133246
"{'event_time': '2023-10-17T10:11:04.998Z', 'weight': 0.0}",48073651
"{'event_time': '2023-10-17T10:11:06.006Z', 'weight': 0.0}",966928848
"{'event_time': '2023-10-17T10:11:07.014Z', 'weight': 0.0}",3003317939
"{'event_time': '2023-10-17T10:11:08.022Z', 'weight': 0.0}",4151796706
"{'event_time': '2023-10-17T10:11:08.998Z', 'weight': 0.0}",37251334
"{'event_time': '2023-10-17T10:11:10.006Z', 'weight': 0.0}",1431125645
"{'event_time': '2023-10-17T10:11:11.013Z', 'weight': 0.0}",2513658533
"{'event_time': '2023-10-17T10:11:11.995Z', 'weight': 0.0}",805058028
"{'event_time': '2023-10-17T10:11:13.004Z', 'weight': 0.0}",1461453121
"{'event_time': '2023-10-17T10:11:14.012Z', 'weight': 0.0}",3642665402
"{'event_time': '2023-10-17T10:11:15.020Z', 'weight': 0.0}",2574256213
"{'event_time': '2023-10-17T10:11:15.998Z', 'weight': 0.0}",411763776
"{'event_time': '2023-10-17T10:11:17.006Z', 'weight': 0.0}",603235875
"{'event_time': '2023-10-17T10:11:18.014Z', 'weight': 0.0}",1143423004
"{'event_time': '2023-10-17T10:11:19.022Z', 'weight': 0.0}",3978423313
"{'event_time': '2023-10-17T10:11:20.006Z', 'weight': 0.0}",223582117
"{'event_time': '2023-10-17T10:11:21.014Z', 'weight': 0.0}",2280865990
"{'event_time': '2023-10-17T10:11:22.022Z', 'weight': 0.0}",3278061346
"{'event_time': '2023-10-17T10:11:22.998Z', 'weight': 0.0}",908867014
"{'event_time': '2023-10-17T10:11:24.006Z', 'weight': 0.0}",219100726
"{'event_time': '2023-10-17T10:11:25.014Z', 'weight': 0.0}",2276450645
"{'event_time': '2023-10-17T10:11:26.022Z', 'weight': 0.0}",3275726513
"{'event_time': '2023-10-17T10:11:27.030Z', 'weight': 0.0}",1235175890
"{'event_time': '2023-10-17T10:11:28.012Z', 'weight': 0.0}",2179326503
"{'event_time': '2023-10-17T10:11:29.020Z', 'weight': 0.0}",3247129544
"{'event_time': '2023-10-17T10:11:29.999Z', 'weight': 0.0}",2542980997
"{'event_time': '2023-10-17T10:11:31.006Z', 'weight': 0.0}",386209878
"{'event_time': '2023-10-17T10:11:32.014Z', 'weight': 0.0}",1882397916
"{'event_time': '2023-10-17T10:11:33.021Z', 'weight': 0.0}",2053322360
"{'event_time': '2023-10-17T10:11:34.001Z', 'weight': 0.0}",3323254874
"{'event_time': '2023-10-17T10:11:35.011Z', 'weight': 0.0}",939526600
"{'event_time': '2023-10-17T10:11:36.022Z', 'weight': 0.0}",1109064598
"{'event_time': '2023-10-17T10:11:37.032Z', 'weight': 0.0}",3155044868
"{'event_time': '2023-10-17T10:11:38.004Z', 'weight': 0.0}",4168857429
"{'event_time': '2023-10-17T10:11:39.012Z', 'weight': 0.0}",2612227540
"{'event_time': '2023-10-17T10:11:40.020Z', 'weight': 0.0}",3934042218
"{'event_time': '2023-10-17T10:11:41.001Z', 'weight': 0.0}",1814275178
"{'event_time': '2023-10-17T10:11:42.009Z', 'weight': 0.0}",325550290
"{'event_time': '2023-10-17T10:11:43.017Z', 'weight': 0.0}",2030979030
"{'event_time': '2023-10-17T10:11:44.025Z', 'weight': 0.0}",3567948867
"{'event_time': '2023-10-17T10:11:45.004Z', 'weight': 0.0}",1391822915
"{'event_time': '2023-10-17T10:11:46.012Z', 'weight': 0.0}",3702227243
"{'event_time': '2023-10-17T10:11:47.020Z', 'weight': 0.0}",2630164676
"{'event_time': '2023-10-17T10:11:48.028Z', 'weight': 0.0}",3815040713
"{'event_time': '2023-10-17T10:11:49.005Z', 'weight': 0.0}",2247289518
"{'event_time': '2023-10-17T10:11:50.014Z', 'weight': 0.0}",764976485
"{'event_time': '2023-10-17T10:11:51.021Z', 'weight': 0.0}",667465665
"{'event_time': '2023-10-17T10:11:52.006Z', 'weight': 0.0}",3520951099
"{'event_time': '2023-10-17T10:11:53.017Z', 'weight': 0.0}",4163576561
"{'event_time': '2023-10-17T10:11:54.027Z', 'weight': 0.0}",557578133
"{'event_time': '2023-10-17T10:11:55.007Z', 'weight': 0.0}",1887857613
"{'event_time': '2023-10-17T10:11:56.018Z', 'weight': 0.0}",547094392
"{'event_time': '2023-10-17T10:11:57.006Z', 'weight': 0.0}",1257388156
"{'event_time': '2023-10-17T10:11:58.014Z', 'weight': 0.0}",757194307
"{'event_time': '2023-10-17T10:11:59.022Z', 'weight': 0.0}",2217177678
"{'event_time': '2023-10-17T10:12:00.030Z', 'weight': 0.0}",340455563
"{'event_time': '2023-10-17T10:12:01.014Z', 'weight': 0.0}",2896126257
"{'event_time': '2023-10-17T10:12:02.023Z', 'weight': 0.0}",1072537229
"{'event_time': '2023-10-17T10:12:03.031Z', 'weight': 0.0}",3041741294
"{'event_time': '2023-10-17T10:12:04.013Z', 'weight': 0.0}",2106499389
"{'event_time': '2023-10-17T10:12:05.020Z', 'weight': 0.0}",3926032522
